time,r TA_C2.Vt,r TC_C2.Vt
0.0428929,-5.66403,4.86449
0.0429429,-5.87749,5.07684
0.042993,-6.08885,5.28715
0.043043,-6.29805,5.49535
0.0430931,-6505,5.70135
0.0431431,-6.70964,5.90508
0.0431932,-6.91189,6.10647
0.0432432,-7.11168,6.30543
0.0432933,-7.30894,6.50189
0.0433433,-7.50359,6.69579
0.0433934,-7.69558,6.88704
0.0434434,-7.88482,7.07559
0.0434935,-8.07126,7.26136
0.0435435,-8.25482,7.44428
0.0435936,-8.43545,7.62428
0.0436436,-8.61307,7.80131
0.0436937,-8.78762,7.9753
0.0437437,-8.95905,8.14618
0.0437938,-9.12729,8.31389
0.0438438,-9.29228,8.47837
0.0438939,-9.45396,8.63956
0.0439439,-9.61227,8.79741
0.043994,-9.76716,8.95185
0.044044,-9.91858,9.10283
0.0440941,-10.0665,9.2503
0.0441441,-10.2108,9.3942
0.0441942,-10.3514,9.53449
0.0442442,-10.4884,9.6711
0.0442943,-10.6217,9.80399
0.0443443,-10.7511,9.93312
0.0443944,-10.8768,10.0584
0.0444444,-10.9985,10.1799
0.0444945,-11.1164,10.2974
0.0445445,-11.2303,10411
0.0445946,-11.3402,10.5207
0.0446446,-11446,10.6263
0.0446947,-11.5478,10.7278
0.0447447,-11.6455,10.8252
0.0447948,-11739,10.9185
0.0448448,-11.8283,11.0077
0.0448949,-11.9135,11.0926
0.0449449,-11.9944,11.1733
0.044995,-12071,11.2498
0.045045,-12.1433,11.3219
0.0450951,-12.2113,11.3898
0.0451451,-12275,11.4533
0.0451952,-12.3343,11.5124
0.0452452,-12.3892,11.5672
0.0452953,-12.4396,11.6176
0.0453453,-12.4857,11.6635
0.0453954,-12.5273,11.7051
0.0454454,-12.5645,11.7421
0.0454955,-12.5971,11.7747
0.0455455,-12.6253,11.8029
0.0455956,-12649,11.8265
0.0456456,-12.6682,11.8457
0.0456957,-12.6829,11.8603
0.0457457,-12.6931,11.8705
0.0457958,-12.6987,11.8761
0.0458458,-12.6999,11.8772
0.0458959,-12.6965,11.8739
0.0459459,-12.6886,11866
0.045996,-12.6761,11.8536
0.046046,-12.6592,11.8367
0.0460961,-12.6377,11.8153
0.0461461,-12.6118,11.7894
0.0461962,-12.5814,11759
0.0462462,-12.5464,11.7242
0.0462963,-12.5071,11.6849
0.0463463,-12.4632,11.6411
0.0463964,-12415,11593
0.0464464,-12.3623,11.5404
0.0464965,-12.3052,11.4834
0.0465465,-12.2437,11.4221
0.0465966,-12.1779,11.3564
0.0466466,-12.1077,11.2864
0.0466967,-12.0332,11.2121
0.0467467,-11.9545,11.1335
0.0467968,-11.8714,11.0507
0.0468468,-11.7842,10.9636
0.0468969,-11.6928,10.8724
0.0469469,-11.5971,10777
0.046997,-11.4974,10.6775
0.047047,-11.3936,10574
0.0470971,-11.2857,10.4664
0.0471471,-11.1738,10.3547
0.0471972,-11.0579,10.2392
0.0472472,-10.9381,10.1196
0.0472973,-10.8144,9.99625
0.0473473,-10.6869,9.86903
0.0473974,-10.5555,9.73801
0.0474474,-10.4204,9.60325
0.0474975,-10.2816,9.4648
0.0475475,-10.1391,9.3227
0.0475976,-9.99297,9.17701
0.0476476,-9.84331,9.02778
0.0476977,-9.69015,8.87506
0.0477477,-9.53354,8.71891
0.0477978,-9.37353,8.55938
0.0478478,-9.21019,8.39653
0.0478979,-9.04357,8.23043
0.0479479,-8.87373,8.06113
0.047998,-8.70073,7.88869
0.048048,-8.52464,7.71317
0.0480981,-8.34551,7.53465
0.0481481,-8.1634,7.35318
0.0481982,-7.97839,7.16882
0.0482482,-7.79054,6.98166
0.0482983,-7.59992,6.79175
0.0483483,-7.40659,6.59916
0.0483984,-7.21063,6.40398
0.0484484,-7.0121,6.20625
0.0484985,-6.81107,6.00607
0.0485485,-6.60762,5.80351
0.0485986,-6.40181,5.59863
0.0486486,-6.19373,5.39152
0.0486987,-5.98344,5.18225
0.0487487,-5.77102,4.97091
0.0487988,-5.55654,4.75757
0.0488488,-5.34009,4.54232
0.0488989,-5.12174,4.32523
0.0489489,-4.90156,4.10639
0.048999,-4.67964,3.8859
0.049049,-4.45605,3.66383
0.0490991,-4.23088,3.44028
0.0491491,-4.00419,3.21535
0.0491992,-3.77609,2.98913
0.0492492,-3.54664,2.76173
0.0492993,-3.31593,2.53325
0.0493493,-3.08403,2.30381
0.0493994,-2.85104,2.07354
0.0494494,-2.61703,1.84259
0.0494995,-2.3821,1.61112
0.0495495,-2.14631,1.37935
0.0495996,-1.90976,1.14755
0.0496496,-1.67253,0.916145
0.0496997,-1.4347,0.685806
0.0497497,-1.19637,0.457912
0.0497998,-0.957606,0.236257
0.0498498,-0.718503,0.0418808
0.0498999,-0.479144,2.01387e-05
0.0499499,-0.239615,-1.51633e-09
0.05,-9.33181e-15,2.23932e-10
